1521333421.029000 /muse/acc fff  257.8129 941.4077 132.81271
1521333425.903000 /muse/elements/raw_fft1 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  7.701976 16.65149 3.6279461 -1.942254 -1.7391951 -5.6815305 -6.4727464 -6.7708983 -8.569908 -9.877765 -10.7534895 -12.201453 -14.903944 -12.614634 -14.840925 -16.624477 -10.209734 -11.14145 -18.310917 -13.188818 -10.502991 -16.542501 -21.164803 -14.436732 -16.873066 -19.64028 -21.293299 -19.761337 -17.960064 -20.960636 -17.967024 -17.01319 -19.827719 -18.788132 -21.258835 -22.443819 -23.003428 -19.056643 -16.76351 -18.73541 -20.592419 -25.027191 -21.749891 -18.80281 -21.836536 -25.584198 -18.787495 -18.971127 -21.30519 -24.006151 -27.611742 -21.64601 -22.321686 -29.6471 -23.125275 -20.415289 -27.197165 -24.226046 -24.218975 -19.208914 -23.462036 -24.470488 -24.591484 -29.72914 -28.341137 -27.606123 -22.12884 -26.86377 -31.387606 -29.036686 -35.984425 -35.868153 -27.362637 -25.111944 -28.60731 -26.924656 -29.914536 -26.748348 -27.266504 -24.031096 -24.56142 -25.872139 -23.761667 -25.347958 -26.801657 -29.870295 -25.788172 -25.602415 -24.349308 -29.393957 -27.252592 -23.04009 -22.818789 -27.389769 -26.288578 -23.39648 -23.743324 -19.941732 -22.068987 -31.371737 -26.769075 -26.806189 -29.969225 -29.27008 -28.547691 -28.895988 -28.91991 -29.776474 -30.453814 -26.969294 -24.868975 -29.105785 -26.105907 -30.089125 -26.887436 -29.282818 -31.559332 -30.517298 -25.860552 -30.693066 -32.429928 -32.22362 -30.775114 -30.95689 -29.093258 -30.706245 -27.079922 -29.49533 -41.26325
1521333425.904000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  7.157235 13.782524 2.3431678 -1.0657426 -1.8754244 -7.807592 -8.471562 -7.035113 -10.986179 -12.813535 -11.640037 -15.723527 -15.587138 -16.178644 -12.958246 -10.581122 -14.113647 -14.868586 -15.000082 -17.291145 -17.292896 -17.388632 -18.073013 -16.816402 -19.014399 -22.985815 -14.972993 -14.180851 -18.36048 -15.58906 -11.018813 -14.672152 -18.81009 -18.849775 -16.937998 -16.679983 -20.142313 -16.824717 -22.058453 -24.814068 -24.71852 -24.56914 -17.537996 -18.424887 -24.840544 -24.2536 -24.739565 -22.062422 -21.381254 -18.850557 -22.017565 -23.947622 -17.67778 -19.913458 -22.49052 -21.762753 -25.18057 -21.226192 -21.053223 -23.25251 -24.068285 -19.528936 -20.296453 -27.409088 -28.160269 -23.973377 -26.192915 -29.78086 -29.453218 -33.46695 -34.502373 -31.15335 -29.760406 -31.370834 -31.469847 -27.15523 -30.505548 -33.86007 -33.0289 -28.517942 -23.321499 -24.4115 -23.273088 -29.787106 -24.63883 -23.168701 -24.78532 -23.475632 -24.471537 -21.441637 -21.496218 -23.277086 -20.779682 -22.222868 -26.952301 -26.139202 -20.196178 -21.69303 -22.429264 -26.27528 -23.692354 -23.218424 -25.104067 -25.200071 -24.532576 -34.376953 -29.68724 -22.51921 -24.462124 -25.687922 -27.779144 -35.147198 -34.04286 -26.957565 -24.354652 -26.832554 -27.175789 -33.836433 -33.03034 -32.90233 -33.488857 -34.22819 -33.77322 -35.747906 -31.12662 -30.788729 -29.85599 -27.057999 -25.725616
1521333425.904000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  14.536302 20.075848 22.07217 22.52635 19.063631 12.617643 14.792324 12.358202 4.543076 6.7603507 8.731011 1.5703497 1.7234696 4.555456 3.1926024 -0.9843156 -6.552395 -4.243528 -2.7856612 -8.369724 -11.682169 -10.396839 -6.2915525 -10.27497 -14.370869 -7.079342 -8.286468 -11.66123 -10.323697 -8.568469 -9.738368 -13.128245 -13.110159 -12.716792 -10.190179 -5.5487227 -6.3695216 -9.220778 -20.895758 -15.707711 -10.297798 -9.178039 -12.364442 -18.07208 -23.189732 -21.60043 -14.360255 -13.686835 -18.914839 -15.795662 -13.613297 -20.774736 -12.641535 -10.383021 -17.328648 -19.277773 -17.388926 -14.125072 -14.781155 -15.592496 -16.436308 -16.0009 -15.439101 -19.281048 -22.40677 -20.228159 -24.135632 -28.425747 -30.231363 -24.50498 -31.005175 -27.696 -27.237556 -19.821562 -14.877525 -16.8148 -25.832575 -21.389746 -23.380135 -20.175335 -21.420254 -18.147148 -15.375765 -17.217297 -16.25663 -18.78935 -18.134794 -16.34903 -19.05626 -17.900272 -21.455402 -19.923721 -20.791018 -20.750658 -21.552195 -18.322243 -21.475939 -19.511818 -18.188047 -20.411665 -19.350868 -19.877295 -16.826988 -20.189064 -19.36489 -17.387987 -20.669363 -20.45876 -20.977198 -19.804968 -24.213364 -29.700384 -25.535727 -17.948988 -19.256042 -21.18252 -22.394926 -20.508602 -19.007988 -26.15608 -22.549578 -24.058535 -27.267757 -28.71329 -31.929459 -31.06052 -26.854605 -27.740883 -35.75599
1521333425.904000 /muse/elements/low_freqs_absolute ffff  0.84814376 0.6267334 0.5103893 1.3546778
1521333425.904000 /muse/elements/alpha_absolute ffff  0.44057232 -0.19733734 -0.23058586 1.0066454
1521333425.904000 /muse/elements/beta_absolute ffff  0.31116357 -0.29506058 -0.39948848 0.56641227
1521333425.904000 /muse/elements/delta_absolute ffff  0.6887487 0.5338724 0.42853275 0.96057045
1521333425.904000 /muse/elements/gamma_absolute ffff  -0.035867803 -0.8180303 -0.86905813 0.2141156
1521333425.904000 /muse/elements/theta_absolute ffff  0.3355716 -0.08882096 -0.254627 1.130255
1521333425.904000 /muse/elements/alpha_session_score ffff  0.016393442 0.2112676 0.3139535 0.8630137
1521333425.904000 /muse/elements/beta_session_score ffff  0.0 0.52380955 0.5740741 0.95348835
1521333425.904000 /muse/elements/delta_session_score ffff  0.22516556 0.2734375 0.18072289 0.11111111
1521333425.904000 /muse/elements/gamma_session_score ffff  0.0 0.42372882 0.3529412 1.0
1521333425.904000 /muse/elements/theta_session_score ffff  0.44347826 0.31496063 0.24812031 0.80582523
1521333425.904000 /muse/acc fff  253.906646729 941.407714844 132.812713623
1521333425.904000 /muse/acc fff  253.906646729 941.407714844 136.718963623
1521333425.904000 /muse/acc fff  257.812896729 941.407714844 136.718963623
1521333425.904000 /muse/drlref ff  1641935.5 1648387.125
1521333425.904000 /muse/acc fff  253.906646729 941.407714844 136.718963623
1521333425.905000 /muse/eeg ffff  858.679748535 801.105407715 814.265258789 809.330322266
1521333425.905000 /muse/eeg/quantization iiii  1 1 1 1
1521333425.905000 /muse/eeg ffff  858.679748535 799.460449219 815.91027832 802.750427246
1521333425.905000 /muse/eeg ffff  861.969726562 802.750427246 819.200195312 810.975280762
1521333425.905000 /muse/eeg ffff  857.034729004 802.750427246 817.555236816 812.620300293
1521333425.905000 /muse/eeg ffff  860.324707031 804.395385742 815.91027832 814.265258789
1521333425.905000 /muse/eeg ffff  853.744812012 802.750427246 814.265258789 801.105407715
1521333425.905000 /muse/eeg ffff  857.034729004 804.395385742 810.975280762 792.880554199
1521333425.905000 /muse/eeg ffff  855.389770508 804.395385742 809.330322266 791.235534668
1521333425.905000 /muse/eeg ffff  858.679748535 807.68536377 806.040344238 799.460449219
1521333425.905000 /muse/eeg ffff  860.324707031 807.68536377 806.040344238 799.460449219
1521333425.905000 /muse/eeg ffff  861.969726562 807.68536377 804.395385742 802.750427246
1521333425.905000 /muse/eeg ffff  863.614685059 809.330322266 801.105407715 797.815490723
1521333425.905000 /muse/eeg ffff  861.969726562 809.330322266 797.815490723 799.460449219
1521333425.905000 /muse/eeg ffff  868.549621582 810.975280762 796.170471191 801.105407715
1521333425.905000 /muse/eeg ffff  863.614685059 814.265258789 796.170471191 799.460449219
1521333425.905000 /muse/eeg ffff  853.744812012 812.620300293 796.170471191 802.750427246
1521333425.905000 /muse/eeg ffff  853.744812012 812.620300293 799.460449219 806.040344238
1521333425.905000 /muse/acc fff  246.09413147 945.313964844 136.718963623
1521333425.905000 /muse/acc fff  250.000396729 945.313964844 136.718963623
1521333425.905000 /muse/acc fff  257.812896729 949.220214844 140.625213623
1521333425.917000 /muse/eeg ffff  850.454833984 814.265258789 801.105407715 806.040344238
1521333425.917000 /muse/eeg/quantization iiii  1 1 1 1
1521333425.918000 /muse/eeg ffff  843.874938965 810.975280762 802.750427246 810.975280762
1521333425.918000 /muse/eeg ffff  845.519897461 809.330322266 806.040344238 810.975280762
1521333425.918000 /muse/eeg ffff  843.874938965 810.975280762 809.330322266 807.68536377
1521333425.918000 /muse/eeg ffff  847.164855957 809.330322266 810.975280762 810.975280762
1521333425.918000 /muse/elements/alpha_relative ffff  0.2188839 0.11482124 0.13003975 0.26647314
1521333425.918000 /muse/elements/beta_relative ffff  0.15918861 0.09153189 0.087773256 0.09669862
1521333425.918000 /muse/elements/delta_relative ffff  0.3798176 0.6188796 0.6295481 0.23965059
1521333425.918000 /muse/elements/gamma_relative ffff  0.07560511 0.027992329 0.029703325 0.04296587
1521333425.919000 /muse/elements/theta_relative ffff  0.16650479 0.14677492 0.1229356 0.35421178
1521333425.919000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521333425.919000 /muse/elements/is_good iiii  1 1 1 0
1521333425.919000 /muse/elements/blink i  0
1521333425.919000 /muse/elements/jaw_clench i  0
1521333425.919000 /muse/elements/touching_forehead i  1
1521333425.919000 /muse/elements/experimental/concentration f  0.93676114
1521333425.919000 /muse/elements/experimental/mellow f  1.0
1521333425.920000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  7.7955303 12.27536 5.0342727 -0.02249578 -1.8037014 -3.108942 -9.804303 -5.736397 -0.3873326 -1.0446886 -10.582104 -12.506463 -13.575242 -7.578689 -3.6371896 -5.664107 -5.531539 -12.048014 -11.380423 -13.450767 -12.643885 -9.054974 -7.3915443 -12.688983 -7.498485 -8.149903 -12.229592 -8.200869 -10.042673 -15.037372 -14.121414 -7.2477064 -9.116117 -15.72111 -17.568306 -11.711011 -11.850008 -18.293406 -13.626306 -13.290022 -12.245603 -14.511793 -11.413929 -9.001619 -12.205894 -15.455235 -17.377403 -14.097166 -9.927636 -11.253256 -14.360226 -10.565011 -7.985867 -12.874144 -16.131845 -11.331366 -11.206695 -12.4548855 -12.367321 -15.785046 -15.272351 -13.594324 -13.9060135 -22.014122 -22.734135 -23.73861 -18.669521 -19.106928 -26.13457 -29.130667 -31.595802 -20.594847 -16.576208 -18.309656 -26.413315 -23.613232 -23.514776 -20.827654 -14.207659 -15.476294 -14.780712 -10.850514 -10.837016 -15.932105 -12.316717 -11.977918 -13.977126 -15.912927 -13.274837 -14.817532 -19.27351 -24.198957 -20.579226 -19.209984 -23.812468 -19.023863 -21.210602 -17.606985 -16.080017 -16.41859 -18.308157 -16.383667 -12.973824 -15.582205 -15.782868 -12.160468 -14.635055 -20.095175 -19.605164 -16.269045 -15.692908 -19.991745 -22.940018 -23.961937 -23.83463 -26.595543 -31.898129 -29.54471 -25.959665 -22.694012 -25.770075 -24.126076 -27.027649 -24.95541 -22.688051 -25.658606 -21.430664 -18.542994 -23.049036
1521333425.920000 /muse/elements/raw_fft1 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  8.498096 16.655867 3.9047115 -2.1477816 -1.6656595 -6.339486 -6.5083537 -6.7337112 -8.372274 -10.329084 -11.3314 -12.204847 -15.518928 -12.427898 -14.933391 -16.77805 -10.694693 -12.23779 -19.588371 -14.480922 -10.900519 -17.230251 -21.432035 -14.402525 -16.671339 -19.096199 -21.178137 -20.243898 -18.05055 -20.725256 -18.18026 -17.51922 -19.885748 -19.33191 -21.240532 -22.258808 -22.917992 -19.370836 -17.258257 -19.207264 -21.486078 -25.175844 -21.732836 -18.985678 -21.363611 -25.476881 -19.393133 -19.885248 -21.891565 -24.034208 -27.929169 -23.290422 -23.789534 -30.670574 -23.817024 -21.377617 -27.123268 -25.23073 -23.701899 -19.166687 -23.531403 -24.27008 -24.362955 -30.127798 -29.498264 -27.970886 -22.582615 -27.845245 -31.211533 -29.207914 -36.141346 -34.40353 -27.646046 -25.241629 -28.871483 -26.932634 -29.871618 -26.787184 -26.972992 -23.327518 -24.554644 -26.123245 -24.123165 -26.34506 -28.468716 -30.474699 -26.017729 -25.43971 -23.647282 -28.77329 -26.435911 -22.657991 -23.568878 -27.823145 -26.98153 -23.347054 -22.929062 -20.337599 -22.343082 -30.458181 -26.950747 -26.329494 -29.429184 -28.803823 -29.395725 -28.276144 -28.915758 -29.523676 -31.270077 -27.427393 -24.58251 -28.28597 -25.411531 -29.900576 -27.631004 -29.1537 -32.36771 -32.088768 -25.755774 -30.379568 -31.99346 -32.578136 -30.46247 -30.496916 -28.687065 -30.611088 -27.407091 -29.254799 -41.289463
1521333425.921000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  7.7214 14.166053 2.478603 -0.51422936 -2.3717897 -8.369023 -8.292224 -6.6941657 -10.790631 -13.336392 -11.653606 -14.902246 -15.448514 -15.336366 -13.377091 -10.676323 -14.155597 -15.2943735 -15.197247 -18.4661 -18.09809 -17.369621 -18.870113 -17.432512 -19.21321 -22.138968 -14.418632 -13.7113695 -18.515482 -15.873243 -11.1782675 -14.7013855 -18.515858 -18.952225 -16.79636 -16.651865 -20.212397 -16.771444 -22.251612 -24.387762 -25.892282 -25.7111 -17.682467 -18.376799 -23.557968 -24.622175 -25.683437 -22.797012 -21.723091 -18.731514 -22.141773 -24.441916 -18.172318 -19.818493 -22.66022 -22.511942 -25.862785 -21.212029 -20.736658 -23.290758 -25.420181 -19.451862 -19.907269 -27.279177 -28.297544 -23.70074 -26.389915 -28.96711 -29.091589 -33.133923 -35.37339 -31.355532 -30.084833 -31.61263 -31.098635 -27.386036 -31.33727 -32.38026 -33.397152 -30.1287 -23.858667 -25.06157 -23.834116 -29.777632 -25.059237 -23.03379 -24.802282 -23.527296 -24.276022 -21.905596 -21.363943 -24.020315 -20.25854 -22.006786 -27.320951 -26.427982 -20.34815 -21.863672 -22.249887 -27.090214 -23.770912 -23.780827 -24.96502 -25.277779 -24.392542 -33.841553 -29.78876 -22.655813 -24.990927 -26.359795 -28.797493 -35.895477 -33.37895 -26.904724 -24.815905 -26.867195 -27.394781 -34.15285 -33.702446 -32.512165 -33.792557 -33.97759 -33.646763 -35.317127 -32.38317 -31.348389 -30.519478 -27.169683 -26.332258
1521333425.921000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  12.410381 19.975796 22.087753 21.574142 17.260357 10.580991 14.051198 11.302922 2.2441 5.2195635 7.8791904 1.229563 0.9232798 4.8293676 3.3253057 -1.2400956 -6.665751 -5.085527 -3.1655953 -8.778678 -11.626454 -10.376994 -7.380993 -9.984552 -14.037025 -7.6927733 -8.50321 -12.034721 -10.533153 -8.699349 -9.98256 -14.136541 -14.511002 -12.959859 -10.665283 -5.891734 -6.3693404 -9.189894 -23.312927 -16.093058 -10.392368 -9.014485 -11.711744 -18.285454 -22.054474 -22.464537 -15.589718 -13.726082 -19.262918 -16.737238 -13.77128 -20.278637 -12.812098 -10.73968 -16.643213 -18.426851 -16.806547 -14.477524 -14.692082 -15.60412 -16.500223 -15.544406 -15.732051 -19.218237 -22.383226 -20.267895 -24.667162 -28.266825 -29.505981 -24.21349 -29.449001 -27.73282 -27.309244 -20.08295 -15.623472 -18.216475 -27.005283 -21.499271 -21.665329 -19.06053 -19.9912 -18.385641 -15.977148 -17.227919 -16.298607 -18.895655 -17.593494 -16.196487 -18.897993 -18.400826 -20.987259 -19.878668 -20.052963 -20.628048 -21.597733 -18.509949 -22.027182 -21.046202 -19.966497 -21.217354 -19.872616 -20.292604 -17.512424 -21.287865 -19.214188 -16.982813 -19.872406 -19.833857 -20.625666 -19.583162 -25.37008 -29.418358 -25.757198 -18.040081 -19.530409 -20.704082 -21.704103 -20.629538 -19.073719 -25.56514 -22.652931 -24.458586 -27.975374 -28.67851 -31.634 -30.76031 -27.062817 -28.271864 -35.534042
1521333425.921000 /muse/elements/low_freqs_absolute ffff  0.83780754 0.6175844 0.5358215 1.3546778
1521333425.921000 /muse/elements/alpha_absolute ffff  0.44057232 -0.20642625 -0.22659945 1.0066454
1521333425.922000 /muse/elements/beta_absolute ffff  0.30227053 -0.30487603 -0.39731336 0.56641227
1521333425.922000 /muse/elements/delta_absolute ffff  0.6799336 0.5251577 0.4583533 0.96057045
1521333425.922000 /muse/elements/gamma_absolute ffff  -0.021090316 -0.81940943 -0.8678705 0.2141156
1521333425.922000 /muse/elements/theta_absolute ffff  0.32178524 -0.09979663 -0.2509979 1.130255
1521333425.922000 /muse/elements/alpha_session_score ffff  0.016393442 0.1971831 0.3139535 0.8630137
1521333425.922000 /muse/elements/beta_session_score ffff  0.0 0.5 0.5740741 0.95348835
1521333425.922000 /muse/elements/delta_session_score ffff  0.21854305 0.26771653 0.2 0.11111111
1521333425.922000 /muse/elements/gamma_session_score ffff  0.0 0.4385965 0.3529412 1.0
1521333425.922000 /muse/elements/theta_session_score ffff  0.4347826 0.30708662 0.2556391 0.80582523
1521333425.922000 /muse/eeg ffff  855.389770508 810.975280762 812.620300293 815.91027832
1521333425.922000 /muse/eeg ffff  857.034729004 812.620300293 812.620300293 817.555236816
1521333425.922000 /muse/eeg ffff  855.389770508 812.620300293 814.265258789 819.200195312
1521333425.922000 /muse/eeg ffff  850.454833984 810.975280762 815.91027832 812.620300293
1521333425.922000 /muse/eeg ffff  860.324707031 812.620300293 814.265258789 812.620300293
1521333425.922000 /muse/eeg ffff  857.034729004 809.330322266 815.91027832 817.555236816
1521333425.922000 /muse/eeg ffff  853.744812012 809.330322266 817.555236816 819.200195312
1521333425.922000 /muse/eeg ffff  850.454833984 809.330322266 819.200195312 829.070068359
1521333425.922000 /muse/eeg ffff  845.519897461 812.620300293 819.200195312 829.070068359
1521333425.922000 /muse/eeg ffff  848.809875488 812.620300293 820.845214844 822.49017334
1521333425.922000 /muse/eeg ffff  853.744812012 815.91027832 819.200195312 820.845214844
1521333425.922000 /muse/acc fff  261.719146729 945.313964844 140.625213623
1521333425.922000 /muse/acc fff  257.812896729 941.407714844 136.718963623
1521333425.932000 /muse/drlref ff  1641935.5 1648387.125
1521333425.945000 /muse/acc fff  265.625427246 941.407714844 136.718963623
1521333425.995000 /muse/acc fff  265.625427246 937.501464844 132.812713623
1521333425.997000 /muse/eeg ffff  855.389770508 815.91027832 820.845214844 814.265258789
1521333425.997000 /muse/eeg/quantization iiii  1 1 1 1
1521333425.997000 /muse/eeg ffff  847.164855957 815.91027832 822.49017334 814.265258789
1521333425.997000 /muse/eeg ffff  850.454833984 815.91027832 822.49017334 817.555236816
1521333425.997000 /muse/eeg ffff  852.09979248 814.265258789 824.135131836 817.555236816
1521333425.997000 /muse/eeg ffff  852.09979248 815.91027832 825.780151367 817.555236816
1521333425.997000 /muse/eeg ffff  852.09979248 817.555236816 825.780151367 810.975280762
1521333425.997000 /muse/eeg ffff  848.809875488 817.555236816 827.425109863 807.68536377
1521333425.997000 /muse/eeg ffff  850.454833984 819.200195312 825.780151367 804.395385742
1521333425.997000 /muse/eeg ffff  855.389770508 820.845214844 824.135131836 804.395385742
1521333425.997000 /muse/eeg ffff  853.744812012 820.845214844 825.780151367 807.68536377
1521333425.997000 /muse/eeg ffff  848.809875488 820.845214844 827.425109863 807.68536377
1521333425.998000 /muse/elements/alpha_relative ffff  0.21556117 0.11736641 0.124898754 0.26647314
1521333425.998000 /muse/elements/beta_relative ffff  0.15934268 0.09217156 0.08015738 0.09669862
1521333425.998000 /muse/elements/delta_relative ffff  0.375873 0.6135859 0.65358186 0.23965059
1521333425.998000 /muse/elements/gamma_relative ffff  0.07987843 0.028317682 0.026798667 0.04296587
1521333425.998000 /muse/elements/theta_relative ffff  0.16934474 0.14855847 0.11456336 0.35421178
1521333425.998000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521333425.999000 /muse/elements/is_good iiii  1 1 1 0
1521333425.999000 /muse/elements/blink i  0
1521333425.999000 /muse/elements/jaw_clench i  0
1521333425.999000 /muse/elements/touching_forehead i  1
1521333425.999000 /muse/elements/experimental/concentration f  0.93676114
1521333425.999000 /muse/elements/experimental/mellow f  1.0
1521333425.999000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  8.946366 12.819849 5.364752 -0.25518167 -1.832038 -3.3324435 -9.516551 -5.3089514 -0.04805775 -1.1424704 -11.465819 -13.000616 -13.686273 -7.887576 -4.0072756 -6.1480713 -5.436845 -12.225248 -10.648642 -12.173614 -12.662207 -9.139438 -7.324891 -12.633656 -7.3990164 -8.057944 -12.638417 -8.166234 -9.724407 -15.145073 -13.703656 -8.250925 -9.492951 -13.814258 -17.07619 -12.295825 -12.668601 -17.946514 -13.020549 -12.434606 -11.914003 -14.810404 -11.353362 -8.765618 -12.46045 -14.26357 -16.7093 -14.584934 -10.381102 -11.903802 -14.194196 -9.997328 -8.349993 -12.949681 -15.351505 -11.3774605 -11.405013 -12.362594 -12.302479 -15.607135 -15.977208 -14.511572 -13.484696 -20.66707 -24.34721 -25.259811 -18.57547 -19.004353 -26.341145 -29.212303 -31.204836 -20.856848 -17.277103 -18.992928 -24.988077 -24.323158 -23.702282 -21.603577 -15.209637 -16.385122 -15.454356 -11.226062 -11.380663 -17.100464 -13.081957 -12.013863 -13.840852 -15.880506 -13.0516615 -15.585875 -21.064781 -24.713842 -20.85369 -20.279657 -23.659138 -19.553034 -19.99381 -17.00184 -16.745789 -17.104864 -17.926899 -17.72799 -13.512574 -15.31781 -15.777782 -12.421159 -14.738467 -20.51304 -19.052914 -16.89414 -15.975451 -20.411213 -23.400137 -22.328539 -21.08369 -24.981161 -31.44542 -26.747667 -24.098387 -22.550602 -27.585295 -25.489433 -27.2902 -24.994934 -23.446978 -25.516573 -21.648903 -18.941551 -22.917803
1521333426.000000 /muse/elements/raw_fft1 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  8.826413 16.54388 4.1168213 -2.3844244 -1.74849 -6.3466454 -6.964078 -6.6865735 -8.238767 -10.88264 -11.592326 -12.263607 -15.86183 -12.355068 -14.930416 -16.872894 -11.321696 -13.641659 -21.265636 -15.313865 -11.874138 -17.377365 -21.533283 -14.522043 -16.663574 -18.522 -20.307802 -21.223259 -18.033772 -20.846075 -19.08595 -17.629921 -20.060331 -19.885729 -21.40115 -22.212328 -22.70337 -19.554287 -17.535112 -19.959702 -21.721287 -24.614452 -21.9708 -19.17646 -21.176714 -25.153585 -20.085604 -20.856596 -22.455528 -24.046213 -27.699875 -24.122898 -26.061459 -31.403322 -24.860725 -22.158417 -26.932045 -26.40319 -23.457182 -19.325018 -23.632324 -24.235432 -24.25012 -31.04459 -29.553194 -27.522776 -23.613386 -28.385178 -31.367577 -29.58472 -35.608116 -33.20973 -27.713478 -25.62315 -28.270079 -27.190659 -29.852459 -26.812965 -26.805155 -22.643494 -24.486012 -26.655394 -24.841202 -27.407606 -30.627716 -30.876312 -25.950272 -25.36843 -22.944592 -28.05477 -25.944073 -22.27127 -24.737692 -28.098703 -27.19249 -23.458239 -22.65968 -20.696938 -22.91691 -29.98978 -27.439287 -26.029263 -28.960384 -28.526533 -29.83147 -27.720926 -29.32854 -29.173717 -30.938658 -28.017817 -24.317396 -27.003601 -24.724773 -29.960918 -28.146992 -29.200207 -32.416466 -32.648335 -25.912125 -30.141369 -31.92827 -32.134945 -30.056477 -30.729973 -28.485964 -30.567055 -27.745762 -28.73831 -41.272045
1521333426.000000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  8.698904 14.490186 3.218073 0.10523111 -3.0384822 -8.465402 -8.387518 -6.5127225 -10.764378 -13.969555 -11.693689 -13.910108 -15.159974 -14.876685 -13.651412 -10.914602 -14.493329 -15.392604 -16.084244 -19.366623 -19.433592 -17.542973 -19.960451 -18.4149 -19.377094 -21.274158 -13.985814 -13.503517 -18.419025 -16.110825 -11.420445 -14.879514 -18.378515 -19.075863 -16.75777 -16.701445 -20.1742 -16.81198 -22.413216 -24.200806 -27.237082 -26.729723 -18.053015 -18.329624 -22.517855 -24.533398 -27.069872 -23.896961 -22.07191 -18.64315 -22.327946 -24.507812 -18.66664 -19.753353 -22.856495 -23.123823 -26.081043 -21.2619 -20.47799 -23.627748 -27.249578 -19.554167 -19.7585 -27.34669 -28.252703 -23.788986 -26.339226 -28.930851 -28.712456 -33.096794 -36.625874 -31.902088 -30.742847 -31.790873 -30.765001 -27.336836 -31.535934 -31.198437 -33.879063 -30.574795 -24.309967 -26.27311 -24.46305 -30.25002 -25.451334 -23.055254 -24.73896 -23.578508 -24.080343 -22.33988 -21.10667 -24.196724 -19.87166 -21.944706 -27.984749 -26.826443 -20.650183 -21.875309 -21.843716 -27.743227 -24.159855 -24.320442 -24.735306 -25.287472 -24.384083 -32.764984 -29.979261 -22.876564 -25.632164 -26.415796 -30.014975 -36.59417 -32.293324 -27.08659 -25.448729 -26.671164 -27.609322 -34.61861 -34.229523 -32.194298 -34.185555 -33.50047 -33.874294 -34.747036 -33.408234 -31.549362 -31.285084 -27.499352 -27.278399
1521333426.001000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  10.714664 19.798674 22.032087 20.45514 15.253936 8.156761 12.92544 10.013806 -0.58305955 3.1268559 7.059454 1.269394 0.107337855 4.9919643 3.4237962 -1.5096108 -6.450392 -6.1351676 -3.8681862 -9.168046 -11.127113 -10.577228 -8.487542 -9.886869 -13.54674 -8.356341 -8.681826 -12.516051 -10.741224 -8.864509 -10.053589 -14.844436 -16.113333 -13.384852 -10.737391 -6.3947697 -6.656663 -9.031296 -23.26611 -16.430727 -10.530562 -8.960176 -11.275565 -18.4113 -20.709671 -21.62766 -16.901697 -13.644898 -19.975084 -17.489433 -13.800214 -18.472391 -12.845718 -11.271244 -15.771256 -17.909351 -16.355701 -14.941928 -14.710485 -15.655468 -16.53678 -15.312516 -15.925362 -19.295143 -22.14134 -20.366419 -25.215746 -27.84632 -29.317453 -24.035236 -28.422234 -27.857492 -27.397587 -20.39598 -16.725693 -19.853773 -26.471506 -21.379074 -20.315464 -18.228205 -18.742874 -18.874535 -16.904222 -17.303236 -16.325579 -19.014532 -17.227974 -16.178139 -18.6134 -19.026463 -20.498556 -19.591429 -19.312952 -20.83074 -21.53822 -18.796484 -21.966816 -22.525087 -21.65777 -21.623951 -20.387764 -21.094881 -18.381525 -22.146421 -19.211306 -16.771603 -19.067747 -19.343878 -20.293968 -19.458921 -26.453684 -28.038849 -26.288637 -18.327293 -19.933369 -20.506454 -21.093678 -20.915781 -19.311455 -25.161587 -22.84364 -25.091253 -28.70338 -28.330667 -31.184837 -30.272373 -27.455345 -28.791126 -34.83375
1521333426.001000 /muse/elements/low_freqs_absolute ffff  0.82864326 0.6010456 0.58470404 1.3546778
