1521333253.267000 /muse/acc fff  257.8129 945.31396 128.90645
1521333253.280000 /muse/eeg ffff  820.8452 876.77454 799.46045 804.3954
1521333253.280000 /muse/eeg/quantization iiii  1 1 1 1
1521333253.280000 /muse/eeg ffff  824.13513 880.06445 799.46045 809.3303
1521333253.280000 /muse/eeg ffff  820.8452 878.4195 799.46045 809.3303
1521333253.280000 /muse/eeg ffff  815.9103 880.06445 799.46045 807.68536
1521333253.280000 /muse/eeg ffff  817.55524 876.77454 801.1054 814.26526
1521333253.280000 /muse/eeg ffff  824.13513 875.1295 802.7504 812.6203
1521333253.280000 /muse/eeg ffff  817.55524 876.77454 804.3954 810.9753
1521333253.280000 /muse/eeg ffff  799.46045 878.4195 806.04034 814.26526
1521333253.280000 /muse/eeg ffff  794.5255 878.4195 804.3954 809.3303
1521333253.280000 /muse/eeg ffff  786.3006 876.77454 806.04034 814.26526
1521333253.280000 /muse/eeg ffff  797.8155 878.4195 804.3954 817.55524
1521333253.280000 /muse/eeg ffff  794.5255 880.06445 804.3954 814.26526
1521333253.281000 /muse/elements/alpha_relative ffff  0.33539987 0.15481347 0.07356947 0.20077762
1521333253.281000 /muse/elements/beta_relative ffff  0.11651733 0.048576456 0.056840967 0.22672576
1521333253.281000 /muse/elements/delta_relative ffff  0.35301116 0.70602554 0.7848823 0.3812916
1521333253.281000 /muse/elements/gamma_relative ffff  0.117744 0.016415695 0.014686457 0.09510437
1521333253.281000 /muse/elements/theta_relative ffff  0.07732763 0.07416887 0.07002082 0.096100636
1521333253.281000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521333253.281000 /muse/elements/is_good iiii  1 1 1 1
1521333253.281000 /muse/elements/blink i  0
1521333253.281000 /muse/elements/jaw_clench i  0
1521333253.281000 /muse/elements/touching_forehead i  1
1521333253.281000 /muse/elements/experimental/concentration f  0.0
1521333253.281000 /muse/elements/experimental/mellow f  0.0
1521333253.429000 /muse/elements/gamma_session_score ffff  0.44680852 0.2238806 0.09859155 0.25531915
1521333253.429000 /muse/elements/theta_session_score ffff  0.032967035 0.26 0.13836478 0.054545455
1521333253.429000 /muse/eeg ffff  820.8452 878.4195 802.7504 829.07007
1521333253.429000 /muse/eeg ffff  820.8452 876.77454 804.3954 824.13513
1521333253.430000 /muse/eeg ffff  819.2002 878.4195 802.7504 824.13513
1521333253.430000 /muse/eeg ffff  822.4902 878.4195 804.3954 829.07007
1521333253.430000 /muse/eeg ffff  829.07007 878.4195 804.3954 827.4251
1521333253.430000 /muse/eeg ffff  840.58496 881.7095 806.04034 827.4251
1521333253.430000 /muse/eeg ffff  830.7151 880.06445 806.04034 825.78015
1521333253.430000 /muse/eeg ffff  829.07007 878.4195 804.3954 824.13513
1521333253.430000 /muse/eeg ffff  825.78015 876.77454 807.68536 829.07007
1521333253.430000 /muse/eeg ffff  820.8452 876.77454 807.68536 830.7151
1521333253.430000 /muse/eeg ffff  822.4902 876.77454 809.3303 830.7151
1521333253.430000 /muse/eeg ffff  824.13513 875.1295 809.3303 825.78015
1521333253.430000 /muse/eeg ffff  827.4251 873.48456 807.68536 827.4251
1521333253.431000 /muse/eeg ffff  830.7151 875.1295 809.3303 829.07007
1521333253.431000 /muse/acc fff  269.53168 945.31396 121.09394
1521333253.436000 /muse/acc fff  265.62543 941.4077 117.18768
1521333253.436000 /muse/drlref ff  1641935.5 1645161.2
1521333253.451000 /muse/acc fff  265.62543 941.4077 113.281425
1521333253.500000 /muse/acc fff  265.62543 941.4077 113.281425
1521333253.500000 /muse/eeg ffff  835.65 875.1295 809.3303 824.13513
1521333253.500000 /muse/eeg/quantization iiii  1 1 1 1
1521333253.500000 /muse/eeg ffff  840.58496 873.48456 812.6203 820.8452
1521333253.500000 /muse/eeg ffff  840.58496 871.8396 810.9753 820.8452
1521333253.500000 /muse/eeg ffff  837.295 871.8396 812.6203 820.8452
1521333253.500000 /muse/eeg ffff  838.94 871.8396 815.9103 819.2002
1521333253.501000 /muse/eeg ffff  835.65 871.8396 817.55524 825.78015
1521333253.501000 /muse/eeg ffff  832.36005 870.1946 815.9103 820.8452
1521333253.501000 /muse/eeg ffff  827.4251 870.1946 814.26526 822.4902
1521333253.502000 /muse/elements/alpha_relative ffff  0.34490123 0.16075224 0.07548573 0.2334916
1521333253.502000 /muse/elements/beta_relative ffff  0.12796094 0.0518059 0.058439434 0.21687736
1521333253.502000 /muse/elements/delta_relative ffff  0.31808555 0.6926662 0.7719187 0.33993882
1521333253.502000 /muse/elements/gamma_relative ffff  0.122797124 0.016585631 0.016088711 0.10147519
1521333253.502000 /muse/elements/theta_relative ffff  0.08625518 0.078190036 0.07806744 0.108217046
1521333253.502000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521333253.502000 /muse/elements/is_good iiii  1 1 1 1
1521333253.502000 /muse/elements/blink i  0
1521333253.502000 /muse/elements/jaw_clench i  0
1521333253.502000 /muse/elements/touching_forehead i  1
1521333253.502000 /muse/elements/experimental/concentration f  0.0
1521333253.502000 /muse/elements/experimental/mellow f  0.0
1521333253.503000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  3.4921863 7.656403 4.9839206 -0.19518554 -6.4520993 -4.7707715 -6.8340073 -5.8568664 -2.68021 -3.1700788 -5.800212 -3.8980691 0.28820124 -0.6636354 -4.6440506 -7.0081577 -7.554869 -5.8751316 -4.061753 -5.130772 -11.80159 -12.737174 -14.931423 -13.991129 -8.621357 -8.34544 -10.119994 -12.09758 -13.040493 -14.527337 -12.496898 -16.13072 -15.379759 -14.772579 -9.942186 -10.363338 -6.3223176 -5.4972672 -8.921957 -12.41031 -12.051963 -10.013182 -5.100229 -6.6302137 -9.75838 -9.743096 -13.591371 -12.743036 -10.2734995 -9.899155 -10.107996 -17.528059 -14.581042 -12.513222 -8.5453 -7.0113025 -9.925622 -16.923779 -17.994373 -18.68687 -16.83976 -11.893335 -12.490257 -14.951154 -15.191474 -18.925327 -21.552633 -22.414268 -21.201519 -26.993952 -26.906132 -26.417011 -23.037083 -20.972284 -16.030798 -15.833996 -14.471556 -15.839151 -17.537083 -18.700905 -13.550003 -9.70444 -13.075732 -11.041274 -13.335208 -14.9198885 -13.620867 -10.475183 -7.825524 -8.550008 -10.506285 -12.427038 -11.732563 -16.396582 -12.716086 -14.894793 -15.212359 -15.857896 -18.039875 -17.587725 -13.617174 -11.688082 -14.046587 -19.62318 -17.136116 -17.466574 -15.234394 -16.270731 -22.378393 -17.273228 -13.457902 -19.054884 -17.874113 -14.318449 -18.87268 -18.900791 -22.044853 -16.252522 -14.190631 -22.954908 -23.791832 -20.95071 -21.323845 -23.053366 -21.961555 -18.140408 -20.102789 -22.232477 -26.192457
1521333253.503000 /muse/elements/raw_fft1 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  9.739812 14.449867 5.5175304 -2.0394483 -4.983024 -6.1389065 -12.187444 -12.82173 -10.869856 -9.543591 -7.3532176 -10.472425 -12.0766325 -12.91841 -15.808998 -16.622622 -14.884682 -16.337051 -13.544868 -14.357579 -17.464323 -16.983187 -20.686375 -18.47164 -18.998192 -14.546625 -18.028603 -20.402718 -18.062336 -17.742605 -18.9457 -19.266588 -15.188731 -14.869981 -18.761236 -22.459538 -24.96793 -21.586996 -23.004948 -24.252193 -26.421726 -24.638857 -19.88317 -17.319197 -22.450035 -24.797058 -19.96304 -21.81128 -21.956167 -24.816986 -23.201475 -22.219225 -31.215357 -24.81516 -21.887669 -26.708082 -26.745153 -27.315971 -22.835346 -23.189756 -24.626577 -24.955706 -21.431784 -26.912224 -29.811655 -26.283293 -25.741293 -28.886711 -33.484676 -36.543037 -29.581415 -32.80562 -32.83117 -31.511858 -31.394382 -26.15224 -26.964582 -32.52559 -36.23488 -34.88651 -33.035683 -27.222408 -22.536913 -21.230217 -20.4294 -24.511007 -22.990507 -26.182713 -21.486431 -25.0579 -28.709114 -24.482233 -24.088367 -29.741343 -25.053185 -27.443357 -25.707603 -25.481354 -23.278868 -21.697077 -26.212198 -23.988256 -30.45381 -32.118515 -31.568235 -35.957737 -29.469225 -24.462648 -28.664324 -27.582056 -23.879221 -25.716887 -28.217157 -33.519367 -31.1938 -28.635435 -26.490805 -24.522243 -30.55054 -30.364605 -29.017307 -33.44887 -34.21839 -28.204515 -26.26943 -31.128233 -33.785194 -35.789204 -38.223236
1521333253.504000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  8.473077 14.189022 5.1110272 -2.8573558 -5.1403394 -9.305451 -9.383879 -9.609334 -10.98385 -13.717017 -14.334722 -12.950881 -17.70298 -22.0393 -16.399963 -18.95408 -16.50918 -15.628934 -15.459026 -16.95235 -16.826172 -16.695469 -15.763515 -17.10939 -19.008099 -18.830433 -23.960312 -21.431147 -18.669947 -17.025484 -23.843523 -15.725939 -15.171765 -20.374424 -26.223974 -21.829586 -24.087868 -24.033619 -24.479378 -22.235462 -21.820648 -22.464058 -27.913568 -21.067602 -22.756645 -22.845156 -23.284996 -21.982859 -20.160921 -26.289701 -22.313576 -23.125248 -25.003473 -20.356302 -22.478533 -21.652554 -20.0804 -22.978823 -22.775871 -19.899023 -21.554398 -25.441217 -26.545137 -25.821167 -22.510395 -24.629185 -30.59397 -32.39986 -33.04751 -31.081945 -25.756588 -29.109379 -31.986446 -28.16216 -29.249517 -27.63546 -27.48988 -24.339523 -26.51916 -29.08 -22.389889 -28.440063 -26.69228 -27.418388 -29.323019 -24.636196 -25.419294 -30.615526 -29.861856 -29.321518 -27.750088 -20.749474 -23.652153 -31.445526 -27.418436 -25.933655 -26.144045 -26.972683 -25.125462 -25.259268 -23.342392 -25.851065 -27.771646 -22.097864 -21.14567 -26.412222 -27.366318 -28.275917 -29.991882 -34.45387 -32.349327 -26.825232 -25.955696 -30.60411 -27.455763 -28.697472 -31.718525 -28.526176 -29.266247 -27.869415 -29.670326 -26.830853 -25.444315 -28.61931 -29.255085 -34.498592 -34.49597 -37.845867 -29.52443
1521333253.505000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  5.472836 12.464287 2.9175832 -2.081185 -5.2361403 -8.48882 -7.748515 -6.3027596 -7.215169 -11.105506 -17.337152 -8.910408 -10.058638 -9.233014 -8.068999 -11.01947 -11.506892 -11.777739 -9.679586 -7.5590973 -6.1687193 -6.2019925 -12.77398 -13.860134 -10.290131 -13.146293 -15.556462 -14.839869 -14.244249 -14.84793 -17.013361 -14.39523 -11.76907 -13.056663 -15.42898 -12.570975 -12.7780905 -11.339801 -13.540742 -15.5927925 -14.090722 -16.17421 -14.053639 -13.491611 -12.871209 -17.05325 -9.634057 -9.937032 -14.488274 -14.806703 -15.378822 -14.540773 -17.283083 -19.011562 -15.737825 -15.116662 -18.161905 -12.259238 -15.485321 -23.582256 -16.367264 -17.247993 -18.947893 -20.955774 -19.888584 -16.64962 -19.181446 -26.376347 -28.620897 -24.461401 -21.082705 -26.089394 -24.78256 -23.212166 -23.681541 -22.722952 -22.691341 -22.20062 -19.04267 -15.282048 -15.507738 -15.707485 -19.739965 -15.606742 -14.097752 -17.036545 -17.432747 -17.473751 -17.570623 -15.199219 -17.66493 -18.884712 -17.339638 -20.540697 -28.011179 -27.342913 -20.329218 -18.22759 -18.879103 -17.954504 -21.300495 -18.533691 -15.941666 -17.329683 -17.690527 -21.94164 -17.756317 -17.55792 -17.567236 -19.179228 -22.699955 -25.391294 -21.92536 -19.173037 -23.069908 -22.259207 -20.495356 -19.474182 -19.156223 -21.927483 -23.399952 -23.837942 -24.122477 -24.178343 -27.231352 -26.359043 -25.924503 -24.47583 -32.531982
1521333253.505000 /muse/elements/low_freqs_absolute ffff  0.8593151 0.88185257 0.71491826 0.5072631
1521333253.505000 /muse/elements/alpha_absolute ffff  0.79026234 0.2010362 -0.33662874 0.22410528
1521333253.505000 /muse/elements/beta_absolute ffff  0.359645 -0.29074162 -0.44778758 0.19204825
1521333253.505000 /muse/elements/delta_absolute ffff  0.7551116 0.83540314 0.673078 0.38723478
1521333253.505000 /muse/elements/gamma_absolute ffff  0.3417558 -0.7853888 -1.0079724 -0.13780612
1521333253.505000 /muse/elements/theta_absolute ffff  0.18835278 -0.11196943 -0.32202363 -0.109870285
1521333253.505000 /muse/elements/alpha_session_score ffff  0.35227272 0.5543478 0.058139537 0.24822696
1521333253.506000 /muse/elements/beta_session_score ffff  0.0 0.5217391 0.32608697 0.30769232
1521333253.506000 /muse/elements/delta_session_score ffff  0.10619469 0.43589744 0.33774835 0.054263566
1521333253.506000 /muse/elements/gamma_session_score ffff  0.44680852 0.20895523 0.1 0.3043478
1521333253.506000 /muse/elements/theta_session_score ffff  0.06593407 0.27027026 0.15189873 0.08181818
1521333253.506000 /muse/eeg ffff  834.005 870.1946 815.9103 832.36005
1521333253.506000 /muse/eeg ffff  825.78015 868.5496 815.9103 830.7151
1521333253.506000 /muse/eeg ffff  834.005 870.1946 817.55524 827.4251
1521333253.506000 /muse/eeg ffff  834.005 870.1946 815.9103 835.65
1521333253.506000 /muse/eeg ffff  827.4251 870.1946 812.6203 832.36005
1521333253.506000 /muse/eeg ffff  837.295 870.1946 812.6203 830.7151
1521333253.506000 /muse/eeg ffff  843.87494 870.1946 814.26526 827.4251
1521333253.506000 /muse/eeg ffff  842.2299 871.8396 812.6203 824.13513
1521333253.506000 /muse/acc fff  261.71915 941.4077 109.37517
1521333253.518000 /muse/acc fff  261.71915 941.4077 113.281425
1521333253.542000 /muse/acc fff  265.62543 937.50146 113.281425
1521333253.551000 /muse/drlref ff  1641935.5 1648387.1
1521333253.587000 /muse/eeg ffff  840.58496 871.8396 812.6203 824.13513
1521333253.587000 /muse/eeg/quantization iiii  1 1 1 1
1521333253.587000 /muse/eeg ffff  847.16486 871.8396 812.6203 827.4251
1521333253.587000 /muse/eeg ffff  842.2299 871.8396 812.6203 829.07007
1521333253.587000 /muse/eeg ffff  840.58496 870.1946 812.6203 822.4902
1521333253.587000 /muse/eeg ffff  848.8099 871.8396 814.26526 830.7151
1521333253.587000 /muse/eeg ffff  845.5199 868.5496 814.26526 832.36005
1521333253.587000 /muse/eeg ffff  853.7448 868.5496 814.26526 830.7151
1521333253.587000 /muse/eeg ffff  837.295 868.5496 817.55524 827.4251
1521333253.587000 /muse/eeg ffff  832.36005 868.5496 815.9103 824.13513
1521333253.587000 /muse/eeg ffff  835.65 866.90466 815.9103 824.13513
1521333253.587000 /muse/eeg ffff  832.36005 868.5496 819.2002 827.4251
1521333253.587000 /muse/eeg ffff  848.8099 866.90466 817.55524 830.7151
1521333253.587000 /muse/eeg ffff  825.78015 866.90466 817.55524 829.07007
1521333253.587000 /muse/eeg ffff  824.13513 865.25964 819.2002 830.7151
1521333253.589000 /muse/elements/alpha_relative ffff  0.35471776 0.1530528 0.07256644 0.19858205
1521333253.589000 /muse/elements/beta_relative ffff  0.12803921 0.049275804 0.05413965 0.17885609
1521333253.589000 /muse/elements/delta_relative ffff  0.31320554 0.70746297 0.7811176 0.4416822
1521333253.589000 /muse/elements/gamma_relative ffff  0.114924245 0.015107405 0.014637726 0.08680223
1521333253.589000 /muse/elements/theta_relative ffff  0.08911325 0.07510102 0.077538535 0.09407743
1521333253.589000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521333253.589000 /muse/elements/is_good iiii  1 1 1 1
1521333253.589000 /muse/elements/blink i  0
1521333253.589000 /muse/elements/jaw_clench i  0
1521333253.589000 /muse/elements/touching_forehead i  1
1521333253.589000 /muse/elements/experimental/concentration f  0.0
1521333253.589000 /muse/elements/experimental/mellow f  0.0
1521333253.590000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  3.8738613 7.6026945 3.9230435 -1.3799996 -6.14311 -5.2854085 -7.673561 -5.170009 -2.3955915 -2.8228 -4.8211017 -3.2856534 0.333018 -0.24952213 -4.3457007 -7.7181916 -7.1092787 -4.1617365 -3.3768592 -5.6910367 -12.4146185 -11.027892 -14.906937 -13.619496 -8.032498 -8.7340145 -9.974299 -12.123514 -13.132472 -14.686529 -11.517567 -16.470285 -16.22666 -15.99117 -10.852101 -10.049197 -6.4615183 -6.771761 -9.652214 -13.385301 -11.728828 -10.052508 -5.2913976 -6.854703 -9.2542715 -9.987941 -14.263157 -14.578082 -10.870367 -9.66405 -10.513061 -17.264595 -15.288674 -12.624591 -8.686121 -7.4660597 -10.037882 -17.477608 -17.914158 -17.911388 -15.10242 -11.386508 -12.775864 -15.583946 -14.943995 -18.933449 -21.483837 -22.372114 -20.9885 -27.290087 -26.98802 -25.815025 -23.519085 -23.684753 -17.272945 -15.618655 -14.233946 -14.7528305 -16.667881 -18.735113 -13.545048 -9.225114 -12.129051 -11.229839 -12.974711 -14.345132 -13.129351 -10.060992 -7.2449117 -8.451091 -11.223866 -13.455597 -12.115245 -17.783028 -13.3127775 -14.8982315 -15.940553 -17.112043 -18.60473 -17.794165 -14.106593 -12.189865 -14.507498 -19.699728 -16.555899 -17.361797 -15.461178 -16.10676 -21.806564 -16.111757 -12.792799 -17.943598 -18.35321 -14.667733 -19.068275 -19.614119 -23.643919 -16.907652 -14.853314 -23.420721 -24.225988 -20.529844 -21.46418 -21.213339 -20.079655 -17.712675 -20.5698 -22.571026 -25.030724
1521333253.591000 /muse/elements/raw_fft1 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  7.8862596 14.116573 4.832286 -2.379288 -5.5957556 -7.1341095 -12.752905 -12.411692 -11.358111 -10.999446 -9.256333 -12.245584 -12.795421 -12.598521 -15.693688 -16.634367 -14.989613 -17.848743 -14.54846 -15.167239 -17.690119 -15.750945 -19.139957 -19.935055 -17.491936 -13.994255 -18.104065 -20.475132 -17.96556 -17.360798 -18.280628 -19.853283 -15.766259 -15.549248 -18.788002 -22.86166 -25.521969 -23.756384 -23.358456 -24.095499 -26.3707 -23.722368 -18.706142 -16.71193 -22.413483 -28.476282 -20.452053 -22.690924 -23.790379 -25.82857 -21.940462 -21.348001 -31.069708 -26.521597 -23.10172 -28.296518 -26.530888 -27.113203 -23.420317 -24.752672 -25.48609 -26.519903 -21.755869 -27.703983 -31.244202 -26.859756 -26.266537 -28.704802 -33.421795 -36.375053 -29.531029 -31.790565 -31.791533 -30.47157 -30.138466 -26.137478 -26.877708 -31.63929 -35.56763 -33.230816 -31.099869 -26.196098 -22.183174 -20.540453 -19.872183 -25.279121 -23.20732 -26.863415 -22.052937 -24.975441 -30.596493 -25.813013 -24.200907 -30.672754 -26.450245 -28.335352 -26.765501 -25.99661 -23.570019 -21.837244 -25.554941 -23.439917 -29.886782 -31.97428 -31.409172 -34.850323 -28.595064 -23.67705 -28.212564 -27.928434 -24.673126 -25.381163 -27.977896 -34.272526 -32.44675 -28.620918 -25.83932 -24.010912 -30.603376 -30.384033 -28.692345 -34.12026 -33.472942 -27.731358 -25.947409 -30.223648 -33.619755 -36.348843 -37.007416
1521333253.592000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  7.7934365 14.176983 5.3181953 -2.5547361 -5.9235234 -8.862198 -9.195259 -9.54946 -11.841016 -14.577795 -16.00501 -12.531489 -17.148272 -20.270535 -15.634687 -17.856718 -17.234146 -16.371986 -16.046259 -17.37208 -16.96313 -18.40235 -17.15236 -18.467045 -18.013502 -17.879763 -23.196926 -20.476494 -18.30879 -16.917149 -22.897255 -15.350857 -15.497251 -20.577253 -25.734112 -20.705067 -24.14447 -25.646685 -24.779932 -22.754734 -21.724249 -22.245432 -26.834202 -20.499105 -21.670284 -22.728563 -23.643784 -22.255795 -19.61614 -25.474903 -21.73733 -23.26941 -26.504032 -22.023664 -22.794529 -21.650717 -19.85819 -21.80452 -22.20565 -20.325567 -22.338127 -26.246881 -26.567635 -26.328117 -22.821949 -24.715298 -31.14475 -32.67694 -33.73592 -31.867933 -26.344072 -29.21275 -31.917011 -28.860445 -30.565758 -28.762844 -27.323391 -24.512981 -26.67274 -27.66877 -22.683554 -29.131489 -26.90887 -27.645483 -28.846128 -25.2928 -25.83513 -30.101135 -30.047297 -29.099443 -28.462036 -21.284355 -24.574774 -32.640823 -29.03014 -26.444244 -26.945435 -27.334553 -24.571045 -25.480417 -23.755745 -25.83036 -28.204285 -22.86259 -21.706738 -25.87783 -26.668003 -27.903708 -30.03977 -34.502674 -32.149532 -27.225351 -26.239946 -31.621742 -27.880934 -28.66627 -32.182846 -28.09868 -28.145103 -27.990908 -29.84366 -26.749414 -25.254927 -28.251322 -29.279123 -34.96127 -34.141037 -37.337402 -29.77147
1521333253.593000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  6.9069676 13.351043 5.6438675 0.5604938 -3.1934524 -7.731761 -8.028564 -6.2278886 -6.7683005 -10.104753 -16.657608 -8.229052 -10.3074465 -9.955872 -7.171001 -9.381258 -11.633823 -11.6037445 -9.117265 -7.909043 -7.4596868 -7.5491657 -13.696652 -13.15987 -9.829032 -12.910363 -15.145881 -13.742232 -13.063151 -13.702502 -17.214996 -13.989624 -10.933852 -12.5226755 -15.006348 -12.739462 -12.13794 -11.010062 -13.139683 -15.545534 -14.298126 -17.135475 -14.764948 -14.356112 -13.616463 -17.213755 -9.660824 -10.665904 -14.531351 -14.591167 -15.60074 -14.100985 -17.345613 -18.780626 -15.742299 -15.802852 -19.606833 -12.981336 -15.399443 -22.709486 -16.496037 -18.368464 -18.451202 -20.747135 -19.811445 -16.77219 -20.350056 -26.29133 -27.316095 -23.998508 -20.893951 -26.676607 -24.98496 -22.003462 -23.190695 -23.322706 -24.736414 -22.706394 -19.64575 -15.006222 -15.028064 -16.061287 -19.250694 -15.369612 -13.907321 -17.137674 -18.228039 -17.337286 -17.818832 -15.816261 -17.77499 -18.519672 -16.942366 -20.901424 -28.95975 -27.665825 -20.029213 -18.629011 -20.77274 -17.825972 -20.403019 -19.278395 -16.12077 -17.990297 -18.381498 -24.80875 -19.086407 -18.375137 -18.520975 -19.044004 -22.78247 -25.780357 -22.199648 -18.596384 -24.36803 -23.266426 -19.937864 -19.736408 -19.413029 -20.780405 -22.017433 -22.426939 -23.948198 -24.878025 -27.36485 -27.594402 -25.110996 -23.94292 -33.028084
1521333253.593000 /muse/elements/low_freqs_absolute ffff  0.8766017 0.90971476 0.76745063 0.6705303
1521333253.593000 /muse/elements/alpha_absolute ffff  0.8219143 0.2010362 -0.30563283 0.23950034
1521333253.593000 /muse/elements/beta_absolute ffff  0.3793744 -0.2911714 -0.4328532 0.19406405
1521333253.593000 /muse/elements/delta_absolute ffff  0.76786083 0.8658986 0.7263478 0.5866702
1521333253.593000 /muse/elements/gamma_absolute ffff  0.33244306 -0.8046152 -1.000895 -0.119908795
1521333253.593000 /muse/elements/theta_absolute ffff  0.22197367 -0.10815929 -0.27685103 -0.08495421
1521333253.593000 /muse/elements/alpha_session_score ffff  0.38636363 0.5543478 0.093023255 0.2642857
1521333253.593000 /muse/elements/beta_session_score ffff  0.0 0.5217391 0.36956522 0.30769232
1521333253.594000 /muse/elements/delta_session_score ffff  0.123893805 0.46153846 0.37086093 0.20930232
1521333253.594000 /muse/elements/gamma_session_score ffff  0.42553192 0.17910448 0.114285715 0.3478261
1521333253.594000 /muse/elements/theta_session_score ffff  0.0989011 0.27027026 0.17721519 0.1
1521333253.594000 /muse/eeg ffff  825.78015 865.25964 817.55524 825.78015
1521333253.594000 /muse/eeg ffff  830.7151 865.25964 819.2002 824.13513
1521333253.594000 /muse/acc fff  265.62543 941.4077 117.18768
1521333253.594000 /muse/acc fff  261.71915 941.4077 117.18768
1521333253.602000 /muse/acc fff  261.71915 941.4077 117.18768
1521333253.616000 /muse/acc fff  261.71915 945.31396 117.18768
1521333253.640000 /muse/eeg ffff  838.94 865.25964 817.55524 827.4251
1521333253.640000 /muse/eeg/quantization iiii  1 1 1 1
1521333253.640000 /muse/eeg ffff  843.87494 866.90466 817.55524 822.4902
1521333253.640000 /muse/eeg ffff  847.16486 865.25964 819.2002 824.13513
1521333253.640000 /muse/eeg ffff  847.16486 868.5496 819.2002 829.07007
1521333253.640000 /muse/eeg ffff  848.8099 868.5496 819.2002 830.7151
1521333253.640000 /muse/eeg ffff  842.2299 865.25964 820.8452 832.36005
1521333253.640000 /muse/eeg ffff  843.87494 865.25964 820.8452 827.4251
1521333253.640000 /muse/eeg ffff  835.65 860.3247 822.4902 825.78015
1521333253.640000 /muse/eeg ffff  837.295 858.67975 824.13513 829.07007
1521333253.640000 /muse/eeg ffff  838.94 858.67975 822.4902 830.7151
1521333253.641000 /muse/eeg ffff  838.94 857.0347 824.13513 834.005
1521333253.641000 /muse/eeg ffff  829.07007 857.0347 825.78015 834.005
1521333253.641000 /muse/eeg ffff  830.7151 858.67975 825.78015 832.36005
1521333253.641000 /muse/eeg ffff  837.295 860.3247 829.07007 835.65
1521333253.641000 /muse/eeg ffff  840.58496 858.67975 827.4251 834.005
1521333253.641000 /muse/eeg ffff  845.5199 860.3247 825.78015 830.7151
1521333253.641000 /muse/eeg ffff  842.2299 861.9697 827.4251 827.4251
1521333253.641000 /muse/acc fff  261.71915 945.31396 113.281425
1521333253.645000 /muse/acc fff  261.71915 949.2202 113.281425
1521333253.669000 /muse/drlref ff  1641935.5 1648387.1
1521333253.683000 /muse/acc fff  261.71915 941.4077 109.37517
1521333253.707000 /muse/acc fff  257.8129 937.50146 105.46892
1521333253.720000 /muse/eeg ffff  840.58496 860.3247 827.4251 827.4251
1521333253.720000 /muse/eeg/quantization iiii  1 1 1 1
1521333253.720000 /muse/eeg ffff  838.94 860.3247 827.4251 830.7151
1521333253.720000 /muse/eeg ffff  832.36005 860.3247 829.07007 827.4251
1521333253.721000 /muse/elements/alpha_relative ffff  0.35698795 0.14486259 0.07403501 0.16292316
1521333253.721000 /muse/elements/beta_relative ffff  0.12957543 0.04578025 0.048978306 0.14511107
1521333253.721000 /muse/elements/delta_relative ffff  0.31134665 0.72694975 0.7875758 0.54228574
1521333253.721000 /muse/elements/gamma_relative ffff  0.107169546 0.013336485 0.012788431 0.071580544
1521333253.721000 /muse/elements/theta_relative ffff  0.09492042 0.069070935 0.076622486 0.07809948
1521333253.721000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521333253.721000 /muse/elements/is_good iiii  1 1 1 1
1521333253.721000 /muse/elements/blink i  0
1521333253.721000 /muse/elements/jaw_clench i  0
1521333253.722000 /muse/elements/touching_forehead i  1
1521333253.722000 /muse/elements/experimental/concentration f  0.0
1521333253.722000 /muse/elements/experimental/mellow f  0.0
